Date,T1Y Index,T2Y Index,T3Y Index,T5Y Index,T7Y Index,T10Y Index,CP1M,CP3M,CP6M,CP1M_T1Y,CP3M_T1Y,CP6M_T1Y,USPHCI,PCT 3MO FWD,PCT 6MO FWD,PCT 9MO FWD
6/30/1996,5.81,6.3,6.49,6.69,6.83,6.91,5.44,5.53,5.67,0.936316695,0.951807229,0.975903614,76.13,0.009457507,0.017436565,0.027494514
7/31/1996,5.85,6.27,6.45,6.64,6.76,6.87,5.39,5.42,5.51,0.921367521,0.926495726,0.941880342,76.45,0.007455853,0.01661906,0.027145246
8/31/1996,5.67,6.03,6.21,6.39,6.52,6.64,5.45,5.52,5.66,0.961199295,0.973544974,0.998236332,76.62,0.007700339,0.017614299,0.027442934
9/30/1996,5.83,6.23,6.41,6.6,6.73,6.83,5.37,5.43,5.45,0.92109777,0.931389365,0.934819897,76.85,0.008067664,0.018200594,0.028111423
10/31/1996,5.55,5.91,6.08,6.27,6.42,6.53,5.39,5.41,5.4,0.971171171,0.974774775,0.972972973,77.02,0.009218385,0.01981217,0.027876782
11/30/1996,5.42,5.7,5.82,5.97,6.1,6.2,5.7,5.51,5.44,1.051660517,1.016605166,1.003690037,77.21,0.009972801,0.019876892,0.028821737
12/31/1996,5.47,5.78,5.91,6.07,6.2,6.3,5.43,5.45,5.48,0.992687386,0.996343693,1.001828154,77.47,0.010197496,0.020189113,0.029854522
1/31/1997,5.61,6.01,6.16,6.33,6.47,6.58,5.39,5.4,5.42,0.960784314,0.962566845,0.966131907,77.73,0.010677988,0.018839104,0.029794218
2/28/1997,5.53,5.9,6.03,6.2,6.32,6.42,5.51,5.56,5.61,0.996383363,1.005424955,1.014466546,77.98,0.010002565,0.019045201,0.029693005
3/31/1997,5.8,6.22,6.38,6.54,6.65,6.69,5.61,5.71,5.79,0.967241379,0.984482759,0.998275862,78.26,0.010094557,0.019860848,0.029813353
4/30/1997,5.99,6.45,6.61,6.76,6.86,6.89,5.61,5.69,5.78,0.936560935,0.949916528,0.964941569,78.56,0.008273931,0.019315743,0.028592833
5/31/1997,5.87,6.28,6.42,6.57,6.66,6.71,5.6,5.65,5.69,0.954003407,0.962521295,0.969335605,78.76,0.009141696,0.019879215,0.028379388
6/30/1997,5.69,6.09,6.24,6.38,6.46,6.49,5.56,5.57,5.6,0.9771529,0.978910369,0.984182777,79.05,0.009867173,0.019917324,0.029389881
7/31/1997,5.54,5.89,6,6.12,6.2,6.22,5.55,5.56,5.59,1.001805054,1.003610108,1.009025271,79.21,0.011109708,0.020476963,0.030055659
